document	label
맛있어요^^ 어른들도 좋아하시겟어요	1
셀프바에 아이 밥도 따로 준비되어 있고 쌈채소도 맘껏 가져다 먹을 수 있어요. 깔끔하고 좋았어요.	1
양 많고 무난했는데 서빙하는 분 말투가 조금 기분 나빴어요. 질문 하나 했는데 귀찮다는 듯 퉁명스러운.. 병원 왓다 가까워서 갔는데 담에는 안갈래요	0
비싸긴한데 양많음	0
언제먹어도 맛있어요! 부모님이 좋아하셔서 오실때마다 방문해요~	1
주차도 편하고 음식 깔끔 맛있어요 추천합니다	1
매운거 안매운거 2인분 시켰어요~ 300그람씩이라 양이 많을 줄 알았는데 (배고파서 그랬나) 둘이 먹기에 딱 좋은 양이었고, 고기가 연육이 잘된 느낌으로 부들부들~ 맛있었구요. 구워주셔서 더 좋았습니다	1 
무엇보다 서비스로 주신 김치찌개가 참 감칠맛이 느껴졌어요 김치찌개 맛집이었다는 ㅎㅎㅎ	1
돼지갈비 불향 가득한데구워주셔서 너무 편하게 잘먹었어요!!처음 주문 때 인원에 맞게 갈비 시키면김치찌개도 서비스로 나오는데양도 많고 고기 두부 있어서 좋았어요ㅠㅠ	1
배부른데 고기 맛있어서 결국 고기 추가 했어요가족끼리 불 걱정 없이 편하게 밥먹으러 가기도편하게 갈비에 술 한잔 하러 가기도 좋을 것 같네요👍	1
고기 냄새도 안 나고 다 구워주셔서 고기 냄새 옷에서 안 나고 진짜 맛있어요!! 버터빵 꼭꼭 시켜드세요! 사장님도 엄청 친절하시고 양도 푸짐하고 신선해요!	1
멀어서 자주 못 가지만 지나갈 때마다 들려서 먹는 곳입니다! 짱짱 추천!	1
사장님이 정말 친절하구요 맛 진짜 좋아요 고기 꼭 꼭 반반으로 다 드셔보세요 다맛있어 못골라😭❣️ 빵도 무조건 시켜주세요 !!!!! 계란대접밥 완전 혜자 여기 진짜 맛집	1
후기가 너무 좋길래 혹시 광고는 아닐까 싶었는데 정말 후기가 충분히 좋을만한 곳이네요 역시!일단 사장님의 서비스가 너무 훌륭하시고, 바쁘신데도 이렇게 친절할 수 있나요..	1
두 손으로 직접 영수증 인증해가며 남기는 리뷰는 처음이네요:)갈비는 말할 것도 없고 모든 재료가 다 신선하고 너무너무 맛있어요. 😭	1
덕분에 행복한 저녁 식사로 하루 마무리가 너무 기분 좋았답니다!! 감사합니다 또 방문할게요!더 더 번창하세요❤️‍🔥	1
담백한 스프가 에피타이저로~ 숯불향나는 돼지갈비는 부드럽고 맛있어요. 고기 주문하면 나오는 김치찌게도 예술^^	1
너~~~~무 맛있네요. 주차도 가능하고 친절하십니다. 또 갈래용	1
정말 추천하고픈 가성비 맛집.. 근처에 사시는 분들 부러워요..😭일반양념이랑 매운양념 일인분씩 주문 가능해서 넘나 조쿠..	1
훌륭한 사이드메뉴들..인원수 맞게 시키면 제공되는 김치찌개..귀한 계란후라이가 두개나 들어가는 간장밥..레몬이 통째로 들어간 레몬소주까지..	1
식자재값 폭등하는 요즘 시기에 나올수 없는 가격과 친절함에 여러번 감동먹고 갑니다..사장님 대박나세요!!!	1
직접 굽지않고 다 구워주니 먹기 너무편하고,고기양념맛이 끝내주게 맛있었어요.사장님 정말 친절하시고,샐러드 소스 맛있고 김치찌게도 맛있네요.	1
고기좋아해서 검색해서 찾아갔어요 눈도 즐겁고 음식도 맛있었어요 친절하시고 넘편하게 먹고 왔네요	1
첫번째가고 두번째인데 왠만하면 리뷰 안남기는데 남겨요!! 일단 음식맛은 프리패스에요ㅠㅠ너무 맛있어요 고나 김치찌개 나오는데 그것도 맛있고 소스도 맛있어요!그리고 진짜 안경쓴분인데 직원분인지 사장님인지 ㅇ넘넘 친절하세요!!!!!!!	1
주차가 좀 불편한거 빼곤 맛있고 친절하고 추천해줄만한 곳입니다! ㅎㅎㅎ재방문 의사도 있어요^^마지막 식사는 샤브샤브 편백찜 고민할 필요없이둘다 먹을 수 있구요! 진심 얼큰하니 맛있습니다.룸 형태로 되있어서 프라이빗한 느낌이라 맘에들어요!직원분들도 너무 친절하시구요!	1
사시미 오마카세 2인 했어요. 음식도 신선하고 너무 맛있고 양도 많아 배불렀어요. 직원분들도 엄청 친절하세요!! 한상차림으로 또 와도 좋을것같아요. 엄청 잘먹고 왔습니다!!👍👍👍	1
사진은 우니한상 세트입니다. 코스가 생선회-생선구이-튀김요리-국물요리-간단한 디저트의 매우 알찬 구성입니다. 가게 분위기도 편안하고 비주얼이 너무 만족스럽습니다. 예약을 시간대별로 할 수 있어 편하게 다녀오기 좋습니다.	1
어린이 동반했다구 죽이랑 튀김도 챙겨주시구 콜키지도 만원이라 좋아요 ㅎㅎ 음식도 맛있어요!	1
주차장 따로 없어서 근처에 알아서 주차해야함	0
룸에서 프라이빗하게 이용가능해서 좋았어요! 오붓하게 이야기 나누면서 천천히 식사 했습니다. 전반적으로 사시미가 신선했고 우니가 특히 맛이 좋았어요. 양도 넉넉해서 배부르게 먹었습니다:)	1 
예전에 1호점에서 코스도 먹었었는데 오마카세가 만족도가 더 좋았어요	1
둘이서 한상차림 맛있게 배불리 잘 먹었어요 울 동네에서 제일 좋아하는 곳이예요 회 먹고 싶으면 가성비 좋은 냠냠물고기 부담없이 고고	1
횟집과 술집 그 중간쯤에 있는 가게 같아요. 저는 음식을 즐기러 갔는데 단체손님들이 술먹으면서 고성방가하는 바람에 시끄러워서 그냥 빨리 집어먹고 나왔어요.	0
가게 컨셉이 식당이 아닌 술집에 더 가까운것 같습니다. 진짜 최악이었어요 다시는 안갈듯	0
양 부족할 것 같아서 사시미 추가하려고 했는데 재료가 다 떨어진건 아쉬웠습니다ㅜㅜ	0
숙성사시미는 뭐 워낙 맛있어요 2명 가면 회는 좀 양이 아쉽긴한데 다른 메뉴들이 많이 나와서 항상 만족하는 곳입니다! 코스처럼 나와서 중요한 만남때가기도 좋습니다^^	1
여기 고기집인데도 매장이 엄청깔끔하고 특히 화장실이 진짜깔끔해서 좋네요.그리고 돼지고기가 이렇게 맛있는지는 처음 알았어요.	1
4인세트로해서 룰렛게임도 즐길수있고 재미있었고 고기를 직접 아주 맛깔나게 최적의 상태로 구워주셔셔 진짜 👍최고	1
삼겹살 먹고 싶으면 맛찬들로 늘 갑니다! 맛찬들만의 육즙 가득한 숙성 생삼겹살에 구운 치즈 싸먹으면 진짜 너무너무 맛있어요:)	1
데이트하기에도 분위기좋은, 가족모임 소모임으로 대접하기좋은 돼지고기 식당으로 강추해요!!!	1
매장 크고 깔끔해요:) 인테리어가 특이하고 테이블마다 분리되어 있어서 다른 사람들과 겹칠 일 없이 고기에 집중하고 모임에 집중할 수 있어서 좋았어요!	1
고기도 질 좋고 기본 소금 간 하고 나와서 그런지 그냥 먹어도 넘 맛있었어요! 치즈랑 절임이랑 싸먹으면 최고✨👍🏻후식은 냉면으로 마무리 ㅎㅎㅎ 돌림판 돌리면 서비스도 줘서 좋았어요 추천드립니당!!!!	1
육즙이 고기안에 살아있네요! 외부에서도 엄청 거대하게 보이는 고기집인데 내부는 레트로 감성. 경성시대 멋진 인테리어도 한참 놀랐답니다. 그램 표시로 나오는 고기도 엄청 도톰하구요!	1
떡이랑 치즈 구워주시는데.. 진짜 고기잘굽는 직원분덕분에 완전 대만족이에요.. 떡추가 치즈추가 하고싶을정도에요♡ 입안에 녹는 고기는 매우 두툼해서 육즙이 뿜어져 나옵니다♡ 잘먹었습니다!	1
너무 맛있게 잘 먹었습니다. 가락동 찐 맛집입니다.사장님이 엄청 친절하시고 식당도 깨끗하고 가족모임하기 넘 좋은 곳입니다. 특별한 날 불판에 고기 구워먹고 싶을때 아내랑 와서 먹습니다.	1
삼겹살 목살 다 신선하고 고기 엄청 잘 구워주십니다. 푸짐해서 먹고나면 배 엄청 부릅니다. 엄청 추천해요!!!	1
직원분들 친절하시고 너무너무 맛있어요 잘먹고갑니다 또올게용	1
고기도 다 구워주셔서 맛나게 먹었습니다 ㅎ역기 고기는 맛찬들~♡ 가락점 흥해랏	1
구워주셔서 먹기 너무 편하고 고기도 너무 신선하고 맛있네요 가락동맛집 으로 강추합니다!존맛탱이에여~	1
역시 맛찬들! 고기도 두툼하고 육즙이 팡팡 터져서 넘 맛있어요~~! 구워먹는 치즈, 명이나물, 콩나물파채, 고추냉이 등 곁들여 먹을 수 있는 음식도 훌륭하고 다 구워주셔서 넘나 편해요ㅎㅎ	1
삼겹살 맛있게 먹었습니다! 가락동맛집 👍👍	1
맛찬들 원래 좋아하는 브랜드라서 쇼핑하러 온겸 먹으러왔어요! 사장님 엄청 친절하고 고기 육즙 진짜 좋고 육질이 최고입니다!	1
같이 먹을 수 있는 명이나물이랑 파채 너무 맛있었습니다! 서비스로 받은 맥주도 감사해요>.< 룰렛 세트로 시켜보세요! ㅎㅎㅎㅎㅎ 재방문의사 무조건있음❤️❤️	1
만두만 맛잇네요.. 어느정도의 향이느껴지는데 진하지않아요	0
여기 어향가지는 튀김이라하셧는데 그냥 볶음이에요 별로… 감칠맛도없고.. 꿔바로우도 반은 찹살튀김 반정도는 고기조금들어잇고..	0
그냥 고기없는 찹살튀김이에요ㅋ 다먹어갈때쯤 머리카락 나와서 기분언짢..	0
와 만두 짱. 꼭 드세요 정말 맛있어요.	1
군만두 최고,, 마파두부+계란밥 조합도 맛있고 마지막에 후식냉면도 넘 깔끔했슴다ㅎㅎ	1
친절하고 맛있어요! 소문대로 군만두도 맛있고 특히 마파두부+계란볶음밥 조합이 정말 좋네요!!ㅎㅎㅎ 소룡포는 피가 두꺼워서 약간 고기찐빵 느낌이에요!	1
이 동네 오면 한 번쯤 들러볼만한 맛집이에요 :)	1
🙆‍♂️마파두부는 만두랑 먹으면 간 딱 맞음. 둘이가서 메뉴 2~3개 시키면 좋을듯.	1
건두부볶음은 좀 짬	0
맛있고 친절하고 저렴함! 군만두는 특유 향 있으나 거슬리지 않음.	1
가지볶음이랑 군만두 포장해서 먹었는데 궁합이 너무 좋아요 🥰🥰🥰매장도 넓고 맛있는 메뉴가 엄청 많아요 담에 좀 술안주 하러 갈래요 ㅜㅜ	1
만두 맛있어요! 향이 좀 독특한데 못먹어본 만두맛이라 또 생각날거같아요 ㅋㅋ 계란볶음밥에 다진마늘+흑식초+다데기넣은 맛간장 조금 넣고 먹어도 맛있어요 ㅎㅎ	1
너무 맛있어요!!! 중국에서 지낼 때 먹던 그 추억의 맛 그대로 ㅠㅠㅠㅠ 또 가고싶어요	1
만두는 이 집의 시그니쳐 메뉴임. 강추..!	1
진정한 듕국집 ㅋㅋ	1
오랜만에 왔는데 여전히 맛있어요 양도 많아서 쵝오에여. 번창하세요 ~	1
좋아요	1
맛있어요	1
좋아요	1
넘 맛있어요	1
맛도없고 좀 더 깨끗하고 샤브샤브 넣어 먹을 종류도 많았으면 좋겠어요~	0
좌석이 편한 카페에요! 시그니처 음료와 크로플이 진짜 맛있어요!! 이거 먹으러 가디 왔어요 !! 노트북 하기도 편합니다 ㅎㅎㅎ	1
크로플 정말 맛있는 곳이에요!!!! 시그니처 음료들도 훌륭하고 오랜만에 정말 마음에 쏙 드는 장소 발견했어요👍❤	1
개인적으로 주변에서 제일 좋아하는 카페입니다. 인테리어 멋지고 사장님 친절하시고 커피 맛있고 다 좋아요 👍	1
인테리어가 이뻐요	1
체리레몬블랙티 -재방문 3번째 🎶]홍차에 푹빠져있던 찰나 여기는 신메뉴 먹는 재미로 옵니당처음엔 섞지 않고 티부분이랑 체리를 같이 먹었는데 깔끔하고 상큼달달 맛있더라구요	1
티부분을 조금 먹고 ,아래와 섞었더니 2가지맛 되게 달달한 체리향이 올라오네요~신메뉴 먹는 재미로 방문합니데이	1
지인 동네에 있는 카페라서 여러번 갔던 곳입니다. 분위기도 좋고 커피맛도 좋고 사장님도 친절하십니다! 아 그리고 여기서 커피 외에 밀크티 종류도 추천합니다! 정성을 다해 만드시는게 느껴집니다:)	1
가산근처에 인스타감성 맛집] 음료및 디저트 후기 🥨디저트 크로플진짜 크로플이 바삭한게 아이스크림이랑 먹었는데에도 눅눅하지 않았어요 위에 올려주신 노랑가루랑 먹으니 상큼하고 맛나요	1
아메리카노 디저트랑 먹기 좋은 적당한 산미있는 커피🍹오렌지 얼그레이 - 달달하지 않은 깔끔한 맛 뭔가 너무 달달하지 않은걸 먹고싶지만 아주 조금의 단맛을 원한다면 강추 예요 덜 달고 탁 목넘김이 깔끔해요	1 
반쯤 먹으면 얼그레이 향이 잔잔하게 올라와요 먹으면 먹을수록단맛이 없어지면서 얼그레이 향 똭 호불호가 있을수 있대요 달달한걸 원하신다면 비추	0
편안한 분위기 느낄수 있는곳	1
밤에 와도 좋은 카페 여자친구가 이 카페를 좋아해서 다시 방문합니다 저녁에와도 쾌적하고 분위기 있습니다이제 자주 방문해 새로운 커피를 마셔보려고요	1
뚜즈 크림 커피 와 시나몬크로핀을 먹어봤는데요 뚜즈 크림 커피는 비엔나 커피 처럼 달달하고 맛있어요	1
시나몬 크로핀은 처음 디저트로 먹어봤는데, 빵중에는 몽블랑이랑 가장 흡사해서 좋네요 접시아래의 크림을 같이 찍어먹으니 어우순삭 했습니다.	1
자주 방문하고 싶은곳이네요 다음부터 천천히 와서메뉴 상단부터 하단까지 마셔보려구요	1
최애카페입니다 친절한 사장님과 맛난 티가 가득한곳 다소 정신사나운 동네인데 카페에 들어가면 아늑한 분위기에 심신안정이되요	1
비오는날 왔는데 분위기도 좋고 재즈 나오는것도 좋고 책도 있어서 앉아있기 좋았어요 음료는 아이스티마셨는데 계속 생각나는 맛이예요...ㅋㅋㅋ	1
일반 아이스티 아니구 블렌딩한 차로 우려서 만드시는거같아요 힐링하고 갑니당 !! :)~	1
뭘 시켜도 맛있어요. 재료가 좋도 간도 좋고 양도 푸짐한데 완전 저렴해요. 최고!!	1
의외로 매장이 좀 큽니다. (벽 뒤에 공간잇슴 같은.) 메뉴판은 온통 중국어지만, 한국어 통합니다.	1
가격은 괜찮은 편이나, 일단 위샹로스 한정으로는 맛이 좀... 과하게 센맛. 다른 메뉴로 재도전이 필요할 듯.	0
맛있는 중국현지 요리!	1
동북지방음식 생각날때 들르기 좋은곳	1
평소에 못먹던 음식 이것저것 시켜먹기가 좋아요	1
조아요	1
맛나요	1
굿	1
굿	1
머스터드도 같이 비치해주시면 좋을거같아요	0
간단하게 저녁 대체하려고 샀어요. 트리플 세트 골고루 맛볼 수 있어 좋네요. 젋은 사장님들 엄청 친절하세요.	1
자주 시켜먹어요! 믿고 먹는 명랑핫도그 입니다.	1
점장님이 친절하시고 맛있어용	1
친절하시구 좋아요!	1
근처 명량보다 핫도그가 크고 맛있어요	1
떡볶이 양도엄청많고 핫도그 맛있어요	1
빨리 준비해줘서 직원들이 퇴근전에 맛있게 먹었어요	1
맛있어요 소스6종도 있어서 좋았어요	1
맛있어요 명랑핫도그	1
생각보다 가격이... 술안주로는 다양하지 않아요ㅜ	0
생선구이가 맛나고 주인어르신이 친절하세요	1
맛있어요	1
양도 맛도 최고	1
굿	1
친절	1
맛있어요~~~	1
밥값이 따로여서 별반 뺌 ㅋㅋ	0
좋아요	1
조아요	1
콘소메 치즈볼 맛있어요	1
고추마요 넘 맛있어요	1
직원분들도 친절하고, 서비스로 주는 감튀가 너무 맛있어요👍🏻 다른데는 없던데 여기만 주나봅니다, 확실히 손맛이라는게 있는건지 다른 푸라닭보다 더 맛있는거 같아요 :)	1
콘소메이징이랑 블랙새우 너무맛있었어요~~	1
직원분들이 아주유두리가 있으셔서 안되는데 다해주시고 친절하시고 20분걸릴거 5분만에 해결해주셔서 감사합니다푸라닥 맛있다고 소문 자자해서 한푼두푼모아서드디어 먹으러왔어요감사	1
좋아요	1
블랙알리오는 맛있었는데 좀 금방 질리는 맛이고 기름떡볶이 투움바는 기대 안했는데 맛없네요	0
맛있음	1
맛있어요. 직원분들 친절해요.	1
가족들과 처음시켜먹었는데 완전 맛있어요~~간장치킨은 짜지도않고 딱맞는 맛~!!!투움바는 살짝 매콤하지만 손을뗄수없는 맛이네요 정말 치킨의 퀄리티가 올라가는 소리가 들리네요. 완벽한~!!! 완전 GOOD!!모든게 완벽했던~^^	1
가격대비 별로에요..	0
소문에비해 별로인듯.	0
기본 3줄 6000 원 부담되요	0
무난	0
맛있어요~~!!	1
맛있어요~~	1
평범하네요~~	0
배달이 한시간 걸렸어요ㅜ	0
탕수육, 가지튀김볶음, 볶음밥 시켰는데 다 너무 맛있었어요~ 찹쌀 탕수육은 진짜 바삭하고 찹쌀 듬뿍 쫀듯하고 가지튀김볶음에 가지가 부드럽고 불맛나서 좋았어요~:)	1
사장님이 너무 친절하시고 메뉴 추천도 잘해주셔서 음식 모두 맛있게 잘 먹고 좋은 추억 만들고 갑니다 또 올게요 *_* 숨은 찐 맛집 입니다	1
찐중국요리점	1
여기 정말 맛있어요!!!!! 꿔바로우 정말 맛있어요 찹쌀이 정말 쫀듯하고 ㅠㅠ 소스도 딱 적당해요 양도 정말 많고 정말 적극 추천이에여	1
어향육슬이 맛있어요	1
춘화중국식당에가서 맛있게 잘먹엇어요 강추 맛집이네요 양꼬치도 잇더라구요	1
가게서 직접 빗은물만두 너무맛잇어요	1
어제친구랑 같이 맛있게 먹엇어요 볶음요리 맛있어요	1
맛나요	1
건강한 맛이네요 샤브샤브정식을 이가격에 먹을 수 있다니 무척이나 만족스럽습니다.고기는 냄새 안나고 부드럽네요 따듯한 봄 날씨 헛헛한 마음을 맛있는 음식으로 채웠네요	1
옆테이블의 칼국수가 먹고싶어오늘 식사멤버 그대로 먹으러 가기로 했습니다.	1
저만 와규편백찜정식을 시켰습니다.손 덜덜 떨며 조금씩 덜어드렸는데 그래도 양이 넉넉해서 배불리 잘 먹었어요개인적으로 저는 버섯이 제일 맛있었어요	1
아 계산하면서 여쭤보니 포장도되고 밀키트로도 판매가 되고 있다고 티비에도 나왔다고 하시더라구요재방문 의사 있습니다^^	1
칼국수 맛있게 잘 먹었습니다국물이 진하고 깔끔해서 좋네요다른분들은 편백찜을 먹더라구요다음번엔 저도 편백찜을 먹어봐야겠어요회사 가까우니 자주갈게요^^	1
우연히 찾아간 포미가란 식당.. 주차장이 넓어 기분좋았는데 햇빛이 잘드는 창가에서식사하니 기분이 업! 맛있는데 가격 가성비가~^^ 혼밥이라 걱정했는데 기분좋게 먹음~ 강추!!	1
우육칼국수 먹었는데 맛없어요ㅠ 그치만 가격은 좀 비싸게 느껴지네요	0
서빙해주는 직원분이 친절해서 좋았어요먹지 않은 술이 깨는 듯...시원합니다.양이 좀 많아서 배가 터질것 같았어요	1
꼬기가 커서 좋아요~!친구가 칼국수먹자고했는데..꼬기들어갔다해서 냉큼!!!얼큰하고맛있어요~!!	1
맛있게 잘 먹엇습니다💗 또 방문할게요 버섯이나 다른 야채를 조금만 더 넣어주셧으면 좋겟어용	1
1인 편백찜 17,000원 추천드립니다. 월계수잎 통후추 정향 편백나무 황기 장뇌삼 넣어 끓인 찜텅에서 와규 이베리코를 넣어 숙주나물과 각종야채를 함께 먹는 이색적인 찜 요리로 점심시간에 즐길수 있는 빠른 조리가 일품 이었다 .	1
히노끼로 더 알려진 편백나무는 향은 과하지 않고 무엇보다 나무에서 나오는 피톤치드로 음식의 잡맛을 잡아주고 식재료 본연의 맛과 멋을 즐길수 있다 .	1
맛있게 먹었어서 직원분들 데려와 먹었어요~	1
선불이고 브레이크 타임은 2시 30분부터 5시까지이고 1인당 9900원에 9가지 메뉴가 나와요 그리고 이 모든 게 무한리필 이예요 아무튼 뷔폐식 이고 동네 중국집에서 배달 시켜 먹는 것보다 훨씬 났고 짜장면 하고 탕수육이 맛있고 흰밥은 달라고 하시면 주시고 토요일은 깐풍기가 자주 나오는 거 같고 진짜 맛도 괜찮고 가성비 최고예요 짱👍	1
가성비는 있는데 맛은 제 입에 안 맞았어요	0
음식 맛있어요사람들 정말 많아요다먹은후 그릇은셀프로 치워야해요^^짬뽕국물먹으러 또가고싶은곳입니다~짬뽕말고도 다 맛있어요^^	1
정말 맛있게 잘먹었습니다.	1
중식뷔페가 정말 맛있는 음식점	1
가끔씩 1점짜리 리뷰가 보이길래 이상하다 싶어서 오랜만에 방문했네요. 최악의 하루였습니다.	0
짬뽕 여전히 재료도 푸짐하고 맛있고 꽤 매콤했어요. 짜장 소스에 면과 볶음밥 모두 잘 어울렸고, 탕수육 아주 맛있었고, 깐풍기, 특밥도 너무 맛있었네요. 재료도 푸짐. 1만원 가격에 대만족입니다. 11시 25분 쯤 도착했는데, 혼자 오신 손님도 많고 가족이나 친구와 같이 오신 분도 많이 있었어요. 한 2~30분 정도?	1
맛이 없다면 손님이 없겠죠~ 사장님은 늘 친절하시고 음식은 깨끗하게 보관되고, 잘 채워집니다.맛도 좋고, 재료도 좋고, 정성이 깃든 것이 느껴지는 음식들안데 악성 댓글 달거나 별점 테러하는 사람들 보고 마음이 안 좋아서 달려와 봤습니다.	1
가격대비 훌륭한 곳입니다.	1
음식 다 맛있었어요 늦은 시간에 가서 양껏 못먹고 와서 아쉽지만~	1
가까이 있었으면 자주 갔을듯	1
집 근처 맛집을 찾은 것 같습니다~	1
잘먹었습니다	1
냉삼이 확실히 딱 땡기는 날이 있죠 ㅋㅋ 불판에서 줄 딱 세워서 구워먹기도 좋고 김치 같이 구워먹음 최고	1
점심에 또 먹고갑니다 ㅎㅎ 쭈꾸미는 역시 매콤해야 제맛이에요 ~~ 서천집 맛있어요 역쉬~~	1
점심메뉴로 두루치기 최고에요 찐으로 맛있어요 저녁 회식할때도 하나 딱 시켜주면 또 이게 든든하더라구요 ㅋㅋ	1
여기 찐 맛집입니다ㅠㅠ 쭈꾸미삼겹 먹었는데 넘 맛있었어요 밥 한그릇 뚝딱입니다 볶음밥도 넘넘 최고 양도 많고 사장님도 친절하셔서 맛있는거 잘 먹고 만족한 식사 하고 나왔습니다👍👍	1
세트 먹었는데 맛있고 양념이 계속 먹게되는 맛쭈꾸미도 크고 쫄깃하다볶음밥 꼭 드세요~!깻잎에 싸먹으니 일품	1
오랜만에 쭈꾸미 삼겹살 먹었는데 ㅠㅠ 양념이며 탱글한 쭈꾸미며 너무 맛있더라구요 ㅎㅎ 밑반찬도 괜찮게 나오고 볶음밥도 맛있게 볶아주셔서 재방문 하고싶어요	1
진짜 맛있었어요. 반찬 국도 다 깔끔하고! 하나하나 맛있습니다	1
익힐수록 맛있고 제육볶음 계란찜도 맛나요. 재방문할거임	1
가족모임으로 방문했어요 !!국물도 시원하고 맛도 굿굿 !!사장님도 너무 친절하시고 맛있게 먹고 갑니다 !!부모님도 넘 맛있다고 하셔서 방문한 보람이 있더라구요 ㅎㅎ	1
쭈꾸미크기는 크고 양념소스도 대체적으로 맛있었으나..2인세트 시켰는데..여자 둘이서도 뭔가 적은느낌을 받았어요	0
맛은있었지만 양은 적은듯합니다ㅎㅎ	0
단골맛집입니다. 덜매운맛으로 주문해도 매워요!!!진짜 매운맛 마니아라면 매운맛 주문하시구용 매운거 못드시면 소불고기 드세용!! 오징어튀김도 말해뭐해!!입니다!!!강추!!!!!	1
오호옹가성비 최갑소물갈비~홍어무침 ~오징어튀킴맛나서2차소진했숭둥	1
배부르게 잘 먹음!	1
양도 많고 너무너무 맛있어용	1
맛있으나 가격이 좀 비싸네요방송많이나오고 유명세타서 퀄리티대비 살짝 비싼감이있네요덜맵게 먹어도 쪼금 매운편이에요넓고 주차가능하고 편합니다	0
처음 나왔을때 비쥬얼에 놀랐어요 ㅋㅋㅋ여자 둘이서 물갈비 2인분 주문했는데양이 정말 많아요..!샤브 해먹는 양념의 맛은 좀 달았는데음 갈비라서 달은가보당 했어요 ㅋㅋ위에 갈비 샤브해먹은것도 맛있었지만밑에 갈비가 진짜 야들하고 짱이었어요..!마지막 자작하게 남은 국물이 먼가 떡볶이국물st같이 돼서 볶음밥해먹으면진짜 맛있겠다 했는데 넘 배불러서아쉽게 볶음밥은 못먹었어요^_ㅜ	1
술안주로 좋아요	1
갈비가 아래 깔려있어요. 리얼 존맛탱입니다~~ 또 올게요	1
하 맛없고 직원들 불러도 안오고 시끄럽고	0
양이 엄청많네요.2인 시켰는데 3명이 먹어야할듯요^^	1
인테리어가 너무 멋진 카페예요!🤩 커피가 너무맛있어요☕️ 어느 계절이나 좋지만 봄에는 안양천 벚꽃 구경하고 오기에 딱 좋아요🌸 테라스와 루프탑이 있어요! 평일에는 사람이 많지 않은데 주말에는 엄청 북적인다고 하더라구요	1
멋진 공간이에요서울에서 만나본 카페중 탑이라고 생각합니다.모던하며 따뜻한 공간에 음료도 너무 맛있었어요가산 직장인들 정말 너무 부럽네요!	1
가산동 핫플레이스이고 뷰맛집입니다. 하나의 월드같은 스케일과 1층에 가운데 정원같이 뻥뚫린 원형의 라운드 형도 독특하고, 좌석도 넓직하니 손님이 많아도 소란스럽지 않더라구요. 빵도 맛나요	1
시그니처 음료는 오렌지? 향 나는것은 제 취향은 아니더라구요 시큼하니 밍밍한, 아인슈페너 크림으로 올라간건 맛있었습니다. 빵은 다 맛있으니 시켜드셔보세요. 그런데 저는 이런 대형카페가 과제할때 맘이 편해서 좋아합니다 ㅎㅎ	1
와~ 시그니처 자카파밀크..럼 향이 나는 커피인데, 그냥 마셔도 넘 맛있고, 우유 타도 맛있어요. 강추~~ 3층규모인데 사람이 많아 자리가 없었네요. 로스터리 직접 하고, 베이커리도 많고, 핸드드립바도 있구~ 분위기 좋아요.	1
근데 카페가 큰데 주차가 안되는 건 좀...	0
인테리어 감각적이고 이야기 하기 좋음 3층 바리스타가 바로 내려주는 커피도 있는데 거기서 만든 커피 참 독창적이고 맛있다 사진 찍기 좋고 노트북하기도 좋다	1
넓어서 대화하기도 좋고 공부해도 좋을 것 같아요! 루프탑 넘 예뻐요ㅠㅠ	1
가산의 명물 카페. 안양천 벚꽃 구경하고 디저트 타임은 여기!	1
홀빈을 사기 적합하고 매장도 휼륭합니다 원두사면 아메리카도 한잔 서비스좋아요	1
분위기좋습니다 대화하기도 좋고 공부하기도 좋습니다 커피는 빵이랑 먹기 좋게 적절히 쓰고 십니다 빵은 안먹어봤어오...ㅎ	1
가운데 원형 중정이 예뻐요 빵도 굿굿	1
인테리어도 예쁘고 냉삼 나오는 것도 너무 예뻐서 좋았어요! 사장님도 너무 친절하셔서 기분 좋게 맛있게 먹고 왔습니다🥳🥳🥳	1
배가 느므 고파 허겁지겁 먹다 찍었네요ㅎㅎ 올때마다 만족하고 가네요^^	1
goooooooood!	1
을지로에서 보던 힙한 가게가 가산에 있다니.ㅋㅋ	1
볶음밥은 꼭 드세요~ 백번드세요!!!	1
반찬도 맛있고, 서비스도 굿	1
불백이랑 짜파게티 먹었는데가격대도 부담없어서 좋았어요	1
메뉴판에 순서를 좀 바꾸시는게 좋을 것 같아요계란찜 밑에 볶음밥이 적혀있고공기밥은 또 우측아래쪽에 적혀 있어서공기밥이 먼저 보이고 볶음밥이 안보였는데주문하고나서 볶음밥이 보이더라구요	0
밥류이런식으로 비슷한 종류끼리 붙여서 기재하는게보기에도 편할 것 같아요공기밥 시키고 반쯤 먹고나서 볶음밥이 보여서첨부터 볶음밥 공기밥 나란히 있었다면볶음밥을 시켰을 텐데 이 점이 조금 아쉬웠어요	0
매장은 깨끗하고 직원분은 친절하고 맛도 있어서재방문 의사 있어요~	1
서비스 계란찜 감사합니다 사장님이 참 친절하세요	1
회사가 이사간뒤로 오랜만에 방문을 했는데 역시 여전히 맛있네요 💓💓	1
돼지도 반찬도 국산, 믿고 먹습니다!!!!!!!"	1
둘이서 음식 세개 주문 주문한 음식 다 맛있네요~ 직원분이 친절해서 좋았습니다~	1
점심에 멕시칸 요리 플렉스 넘모 맛있는것~! 근데 또띠아 추가는 너무 가슴이 아프다.	1
분위기도 좋고 음식도 맛있어요 금천의 맛집 인정따리•••	1
오랜만에 와도 여전히 맛있어요!	1
