sentence,comment,score,ratio
코스요리도 맛나네요!,"['코스', '요리', '도', '맛', '나네요']",-0.7305509400165104,-0.43
"여긴 평일 런치코스 11,000원 메뉴가 좋아요. 2인이상 주문 가능이라 오늘은 삼선짬뽕으로","['여긴', '평일', '런치', '코스', '11000원', '메뉴', '가', '좋아요', '2', '인', '이상', '주문', '가능', '이라', '오늘', '은', '삼선짬뽕', '으로']",-0.4961497308705851,-0.22
음식이 전체적으로 맛있습니다.,"['음식', '이', '전체', '적', '으로', '맛있습니다']",0.2052410801442388,0.12
탕수육이 전보다 바삭하지 않고분식집 튀김같은..전분보다 밀가루가 더 많이 들어간 거같네요 여기 탕슉 맛집인데 신경 좀 쓰셔야될듯요..그래도 맛나게 먹었어요ㅋ,"['탕수육', '이', '전보', '다', '바삭', '하지', '않고', '분식집', '튀김', '같은', '전분', '보다', '밀가루', '가', '더', '많이', '들어간', '거', '같네요', '여기', '탕슉', '맛집', '인데', '신경', '좀', '쓰셔야', '될듯', '요', '그래도', '맛', '나게', '먹었어요']",3.5028277478283902,1.4
다음에 한번 더 가보려구요~,"['다음', '에', '한번', '더', '가보려구요']",-0.010210262302951634,-0.01
불친절 ~ 매우 불쾌하게 함,"['불친절', '매우', '불쾌하게', '함']",-3.103106167041031,-1.94
ㅇㅇ,[],0.0,-0.0
"마감때가서 그런가...아쉽 ㅠㅠ""","['마감', '때', '가서', '그', '런가', '아쉽']",-0.627660412429728,-0.35
66,['66'],0.0,0.0
"""인생 오므라이스집(제 블로그 보시면 아시겠지만 이집 관계자 아님 ㅎㅎ)! 아까 맛있다고 말씀드리고 나온 사람이에요.음식: 다양한 메뉴, 칠리 오므라이스+고로케 등의 훌륭한 구성과 맛과 가성비!매장: 엄청 넓진 않아도 깔끔하고 정리된 구조, 칸막이, 메뉴 및 벽 인테리어친절: 여직원분 서빙과 뒤에 나오는 후식의 요구르트, 사장님으로 보이는 요리사분의 요리 자신감과 친절함매장에선 바로 드시되, 배달이면 꼭 렌지 등으로 조금 데워드시면 본연의 맛을 느끼실 듯아 간만에 길게 썼네요더 잘 되시길! 담에 또 갈게요~ ㅎㅎ👍👍","['인생', '오므라이스', '집제', '블로그', '보시', '면', '아시겠지만', '이집', '관계자', '아님', '아까', '맛있다고', '말씀드리고', '나온', '사람', '이에요', '음식', '다양한', '메뉴', '칠리', '오므라이스', '고로케', '등', '의', '훌륭한', '구성', '과', '맛', '과', '가성', '비', '매장', '엄청', '넓진', '않아도', '깔끔하고', '정리', '된', '구조', '칸막이', '메뉴', '및', '벽', '인테리어', '친절', '여직원', '분', '서빙', '과', '뒤', '에', '나오는', '후식', '의', '요구르트', '사장', '님', '으로', '보이는', '요리사', '분', '의', '요리', '자신감', '과', '친절함', '매장', '에선', '바로', '드시되', '배달', '이면', '꼭', '렌', '지', '등', '으로', '조금', '데워', '드시면', '본연', '의', '맛', '을', '느끼실', '듯', '아', '간만', '에', '길게', '썼네요', '더', '잘', '되시길', '담', '에', '또', '갈게요']",7.77698110577157,2.6
오늘도 맛있어요~~,"['오늘', '도', '맛있어요']",0.9010195316619987,0.61
사장님 너무 친절하고 양도푸짐해용,"['사장', '님', '너무', '친절하고', '양도', '푸', '짐해', '용']",0.5974660485186254,0.31
너무맛있어요~,"['너무', '맛있어요']",0.7725359424431231,0.59
넘 맛있게 잘먹었습니다. 동네 맛집 발견했네요,"['넘', '맛있게', '잘', '먹었습니다', '동네', '맛집', '발견', '했네요']",6.056670324947967,3.18
너무 맛있어요~~~,"['너무', '맛있어요']",0.7725359424431231,0.59
동네가성비맛집~ 맛있게 잘먹었습니다,"['동네', '가', '성비', '맛집', '맛있게', '잘', '먹었습니다']",6.276656671968049,3.4
오늘도 맛있었어요~,"['오늘', '도', '맛있었어요']",0.8827414630101416,0.6
집앞이라 자주 방문하는데 언제나 맛있고 너무 친절하세요 최고입니당,"['집앞', '이라', '자주', '방문', '하는데', '언제나', '맛있고', '너무', '친절하세요', '최고', '입니당']",1.7387587789110555,0.85
"로제 오므라이스 새우튀김 세트 8900원 계란후라이 추가 1000원""","['로제', '오므라이스', '새우', '튀김', '세트', '8900원', '계란후라이', '추가', '1000원']",0.11582769651552094,0.06
67,['67'],0.0,0.0
"""순댓국하면 서일순대국이에요 우거지 순대는 말 할 것도 없고 김치도 맛있습니다 순대와 내포가 듬뿍 들어있는데 내포는 싫다 익숙치 않다면 순대만 들어가도록 선택 할 수 있어요 일하시는 분들도 친절하신 진짜 맛집입니다","['순', '댓', '국', '하', '면', '서', '일', '순', '대국', '이에요', '우거지', '순대', '는', '말', '할', '것', '도', '없고', '김치', '도', '맛있습니다', '순대', '와', '내포', '가', '듬뿍', '들어있는데', '내포', '는', '싫다', '익숙', '치', '않다면', '순대', '만', '들어가도록', '선택', '할', '수', '있어요', '일', '하시는', '분', '들', '도', '친절하신', '진짜', '맛집', '입니다']",-1.5694500764604142,-0.58
뽀얀국물의 진한 국물과 상당히 많은 고기살짝 들어있는 들깨가루와 시원하고 깔끔한 경기도식 김치가 너무 잘 어울리는 식당이다 순대도 시레기가 들어있는 수제순대.이미 너무 유명한곳 ㅎ,"['뽀얀', '국물', '의', '진한', '국물', '과', '상당히', '많은', '고기', '살짝', '들어있는', '들깨', '가루', '와', '시원하고', '깔끔한', '경기도', '식', '김치', '가', '너무', '잘', '어울리는', '식당', '이다', '순대', '도', '시레기', '가', '들어있는', '수', '제', '순대', '이미', '너무', '유명한', '곳']",8.060794744031867,3.14
서일 순대 본점가서 먹었어요. 점심 피크 타임을 피했긴 했는데 사람들이 많이 와서 그런지 약간 지저분 헸지만 뭐!!! 그건 중요하지 않아요. 와우!! 정말 옛날 순대맛이 느껴지고 맛도 너무 좋아요. 오랜만에 맘이 따뜻해지는 순대국을 먹었어요. !!! 모듬은 정말 고기가 비리지도 않으면서 두껍게 썰어주시고!!! 야채 순대도 너무 좋고!!! 아 또 가고 싶네요!!,"['서일', '순대', '본점', '가서', '먹었어요', '점심', '피크', '타임', '을', '피', '했긴', '했는데', '사람', '들', '이', '많이', '와서', '그런지', '약간', '지', '저', '분', '헸', '지만', '뭐', '그건', '중요하지', '않아요', '와우', '정말', '옛날', '순', '대', '맛', '이', '느껴지고', '맛', '도', '너무', '좋아요', '오랜', '만', '에', '맘', '이', '따뜻해지는', '순', '대국', '을', '먹었어요', '모듬', '은', '정말', '고기', '가', '비리지도', '않으면서', '두껍게', '썰어주시고', '야채', '순대', '도', '너무', '좋고', '아', '또', '가고', '싶네요']",5.0756344559902,1.79
이동네에선 엄청 유명하다 양도 많았었는데 요새는 아닌듯 멀리서 찾아 먹으로 올 정도는 아니고 근처왔을때 먹는걸 추천,"['이', '동네', '에선', '엄청', '유명하다', '양도', '많았었는데', '요새', '는', '아닌듯', '멀리', '서', '찾아', '먹으로', '올', '정도', '는', '아니고', '근처', '왔을', '때', '먹는걸', '추천']",2.129154839669301,0.9
인근 주민 n년차인데 이 곳을 이제 와보다니 ㅜㅜ 밥한공기에 완뚝했어요. 우거지도 들어있어서 식감도 너무 좋고 국물도 맛있었어요. 자주 올게요!!,"['인근', '주민', 'n', '년차', '인데', '이', '곳', '을', '이제', '와보다', '니', '밥', '한', '공기', '에', '완뚝했어', '요', '우거지', '도', '들어있어서', '식', '감도', '너무', '좋고', '국물', '도', '맛있었어요', '자주', '올게요']",1.5638155892797703,0.64
사장님 매너가 개똥이고..말투도 짜증내고. 본관에서 포장하는 줄 알지.따른 관이 있는지 어떻게 알아요??짜증을 내면서 판매할거면 하지말던가..점심 구입하러 왔다가 기분만 잡치고 가네요.두번다시 구입 안합니다.매너가 진짜 개똥입니다.결제하는 분도 반말찍찍하고..성의없고.. 초심을 잃으셨네..이 곳..예전만큼 양도 적어요,"['사장', '님', '매너', '가', '개똥이', '고', '말투', '도', '짜증', '내고', '본관', '에서', '포장', '하는', '줄', '알', '지', '따른', '관', '이', '있는지', '어떻게', '알아요', '짜증', '을', '내면', '서', '판매', '할거면', '하지말던가', '점심', '구입', '하러', '왔다가', '기분', '만', '잡', '치고', '가네요', '두', '번', '다시', '구입', '안', '합니다', '매너', '가', '진짜', '개똥', '입니다', '결제', '하', '는', '분도', '반말', '찍찍', '하고', '성의', '없고', '초심', '을', '잃으셨', '네', '이', '곳', '예전', '만큼', '양도', '적어요']",-20.564659909154543,-7.24
국물 끝내주고 순대 맛있고 김치도 매콤하니 딱임 순대국은 나만의 원픽,"['국물', '끝내주고', '순대', '맛있고', '김치', '도', '매콤', '하니', '딱임', '순', '대국', '은', '나', '만의', '원픽']",-0.2186281243813637,-0.1
서울3대 순대국밥집 중의 하나죠 오소리감투가 시그니처매뉴~,"['서울', '3', '대', '순대', '국밥집', '중', '의', '하나', '죠', '오소리', '감투', '가', '시', '그', '니', '처', '매', '뉴']",0.37304026326389694,0.17
2인분 포장했는데 열어보니 건더기 양이 꽤 되네요!,"['2', '인분', '포장', '했는데', '열', '어보', '니', '건더기', '양', '이', '꽤', '되네요']",-0.0664072367623969,-0.03
"시끄럽긴한데 맛은있어요.""","['시끄럽', '긴한데', '맛', '은', '있어요']",-0.21299360161965364,-0.13
68,['68'],0.0,0.0
"""사시미 신선하고 맛있게 먹었었어요!","['사시미', '신선하고', '맛있게', '먹었었어요']",3.196938627581127,2.0
넘맛있게 먹고 왔으여,"['넘', '맛있게', '먹고', '왔으여']",2.2861935368960635,1.43
가격대비 그저그래요. 가짓수는 많은데 딱히 먹을건 없는? 그리고 사람이 너무 많아서 ㅠㅠ 좀 정신사나워요... 한번 가본걸로 만족 😉,"['가격', '대비', '그저', '그래요', '가짓수', '는', '많은데', '딱히', '먹을건', '없는', '그리고', '사람', '이', '너무', '많아서', '좀', '정신', '사나워요', '한번', '가본', '걸', '로', '만족']",0.885074995969108,0.37
초밥 등 다른지점 쿠우쿠우보다 깔끔하고 맛있어요. 오픈부터 사람이 많네요ㅎㅎ,"['초밥', '등', '다른', '지점', '쿠우', '쿠우', '보다', '깔끔하고', '맛있어요', '오픈', '부터', '사람', '이', '많네요']",3.0386990240483094,1.42
간만에 갔는데 메뉴는 그대로이고 맛은 전보다 못해서 아쉽네요ㅠ,"['간만', '에', '갔는데', '메뉴', '는', '그대로', '이고', '맛', '은', '전보', '다', '못', '해서', '아쉽네요']",0.6054626306430217,0.28
맛있고 먹을게 많아요 그런데 제가 간 날은 몇 개 음식 들이 비렸고 말라 있었고 설거지가 제대로 안 돼서 검은색 국그릇 안에 덜 닦긴 음식물 들이 조금씩 묻어 있었고 중국 아주머니 주방장분께서 화장실 볼일 보고 손도 안 닦고 나가셔서 좀 그랬어요 아무튼 음식 신서 도와 청결에 신경 써주시면 감사하겠습니다~ 🙇‍♀️ 참고로 시흥 마벨리에도 먹을게 많고 맛있어요~ ^^,"['맛있고', '먹을게', '많아요', '그런데', '제', '가', '간', '날', '은', '몇', '개', '음식', '들이', '비렸고', '말라', '있었고', '설거지', '가', '제대로', '안', '돼서', '검은색', '국', '그릇', '안', '에', '덜', '닦긴', '음식물', '들이', '조금씩', '묻어', '있었고', '중국', '아주머니', '주', '방장', '분', '께서', '화장실', '볼일', '보고', '손', '도', '안', '닦고', '나가셔서', '좀', '그랬어요', '아무튼', '음식', '신서', '도', '와', '청결', '에', '신경', '써주시면', '감사하겠습니다', '참고', '로', '시흥', '마벨', '리', '에도', '먹을게', '많고', '맛있어요']",2.182029046861035,0.77
배부르게 먹고왔습니다,"['배부르게', '먹고', '왔습니다']",2.164019114578767,1.47
애들이랑 한번씩 가기 좋아요,"['애', '들', '이랑', '한번', '씩', '가기', '좋아요']",0.7174210403669012,0.39
먹을것이 넘나많구나~,"['먹을것이', '넘나', '많구나']",0.6763519455286882,0.46
"음식 종류 많고 그럭저럭 먹을만합니다. 화장실 청결 관리가 좀 아쉬웠어요""","['음식', '종류', '많고', '그럭저럭', '먹을만', '합니다', '화장실', '청결', '관리', '가', '좀', '아쉬웠어요']",-1.2666615675472053,-0.61
69,['69'],0.0,0.0
"""우한 코로나 덕분에 오랜만에 방문했더니 예약 시스템을 비롯해서 내부 구조 등 많은 것이 바뀌었는데.. 힘든 시기를 잘 이겨내고 있어서 반가웠다.","['우한', '코로나', '덕분', '에', '오랜', '만', '에', '방문', '했더니', '예약', '시스템', '을', '비롯', '해서', '내부', '구조', '등', '많은', '것', '이', '바뀌었는데', '힘든', '시기', '를', '잘', '이겨내고', '있어서', '반가웠다']",-6.759151838452027,-2.76
맛있었지만 샤리가 제 취향은 아니었어요! 제일 맛있었다고 느꼈던건 장어초밥.. 다시 갈 의향은 없습니당!!!,"['맛있었지만', '샤리', '가', '제', '취향', '은', '아니었어요', '제일', '맛있었다고', '느꼈던건', '장어', '초밥', '다시', '갈', '의향', '은', '없', '습', '니당']",-2.413535748984516,-1.06
스강신청 2번째💕 너무 맛있어요 ㅠㅠ 올때 마다 감동하고 갑니다!!,"['스강', '신청', '2', '번째', '너무', '맛있어요', '올', '때', '마다', '감동', '하고', '갑니다']",3.7464400747634357,1.8
"새우샌드가 정말 맛잇었습니다! 이 가격에 이런 구성을 먹을 수 있다는게 참 좋았어요. 맛으로 엄청마게 기억에 남는 피스는 잘 모르겠습니다만, 아까 말한 새우샌드 먹고는 기분이 좋았습니다. 전어도 좋았어요.","['새우샌드', '가', '정말', '맛', '잇었습니다', '이', '가격', '에', '이런', '구성', '을', '먹을', '수', '있다는게', '참', '좋았어요', '맛', '으로', '엄청', '마게', '기억', '에', '남는', '피스', '는', '잘', '모르겠습니다만', '아까', '말', '한', '새우', '샌드', '먹고는', '기분', '이', '좋았습니다', '전어', '도', '좋았어요']",3.9504263296146496,1.52
가성비 오마카세 스강신청 힘들어요^^,"['가성', '비', '오', '마카', '세', '스강', '신청', '힘들어요']",0.44195880037231294,0.23
네타도 신선하고 샤리도 입안에서 부드럽게 퍼져요. 전체적으로 다 맛있었고 이 정도 가격에 후토마키까지 나와서 놀랐어요. 다만 성인 여성이 먹기에도 약간 양이 모자른 느낌이었어요.,"['네타', '도', '신선하고', '샤리', '도', '입안', '에서', '부드럽게', '퍼져요', '전체', '적', '으로', '다', '맛있었고', '이', '정도', '가격', '에', '후토', '마키', '까지', '나와서', '놀랐어요', '다만', '성인', '여성', '이', '먹기', '에도', '약간', '양', '이', '모', '자른', '느낌이었어요']",1.933998451297625,0.76
유명하다 유명하다 스강신청해여한다해서 이사온지 2년만에 다녀왔는데 맛있었어용👍 입에서 살살녹네요~ 일회용 장갑으로 챙겨가서 먹으면 좋을것같아요~,"['유명하다', '유명하다', '스', '강신', '청해', '여', '한다해', '서', '이', '사', '온', '지', '2년', '만에', '다녀왔는데', '맛있었어용', '입', '에서', '살살', '녹네요', '일회용', '장갑', '으로', '챙겨가서', '먹으면', '좋을것', '같아요']",1.6123613751983314,0.66
생선퀄리티도 좋고 조용한분위기라 음식에 집중할수있아서 좋았어요!! 잘먹고갑니다,"['생선', '퀄리티', '도', '좋고', '조용한', '분위기', '라', '음식', '에', '집중', '할수있아서', '좋았어요', '잘', '먹고', '갑니다']",5.563948604545427,2.56
정말 맛있어요,"['정말', '맛있어요']",0.9636170672238906,0.74
"가성비 조아요""","['가성', '비', '조아요']",0.44195880037231294,0.3
70,['70'],-0.7615009381138529,-0.76
"""고추장 양념의 도가니무침은 처음 접해봅니다나쁘지 않아요꼬리찜은 연한 살에 알맞게 익어 정말 맛있습니다 개인꼬리국물이 나오는데 부추장을 넣어 먹어도 좋아요재료 신선하고 1천원을 더하면 돌솥밥을 주문할수 있습니다밥이 여주쌀처럼 맛있습니다 수시로 밑반찬이랑 테이블을 신경 써 주시니 감사했습니다 음식가격은 많이 비쌉니다","['고추장', '양념', '의', '도가니', '무침은', '처음', '접', '해봅니다', '나쁘지', '않아요', '꼬리', '찜', '은', '연한', '살', '에', '알맞게', '익어', '정말', '맛있습니다', '개인', '꼬리', '국물', '이', '나오는데', '부추', '장', '을', '넣어', '먹어도', '좋아요', '재료', '신선하고', '1천원', '을', '더하면', '돌솥밥', '을', '주문', '할수', '있습니다', '밥', '이', '여', '주', '쌀', '처럼', '맛있습니다', '수시로', '밑반찬', '이랑', '테이블', '을', '신경', '써', '주시', '니', '감사했습니다', '음식', '가격', '은', '많이', '비쌉니다']",5.461258630489386,1.95
"식○로드 유명인이 단골인 맛집이라 소문났길래 기대를 하고 찾아갔는데 양도 적고 값만 비쌀 뿐, 꼬리찜의 육질이 뻣뻣, 질기고 고기의 구수한 맛도 별로 없었음. 핵심 밑반찬인 무우김치도 익지 않고 그저그런....ㅠㅠ대체 어떤 이유로 꼬리찜 최고의 맛집이라 소문이 난건지?파가 잔뜩 올라가 있어서 사진(육안)으론 엄청 맛있어 보이고 기대됐었는데 사진으로만 그런듯.....맛만 있다면야 비싸고 양 적어도 용서될텐데 이건 소문난 잔치에 먹잘 것 없다는 뭐 그런?와중에 서빙 아주머니는 엄청 친절하심.ㅋㅋ개인차 있겠지만 인터넷 댓글만 보고 제대로 낚인 느낌이었음.ㅠㅠ","['식', '로드', '유명인', '이', '단골', '인', '맛집', '이라', '소문났길래', '기대', '를', '하고', '찾아갔는데', '양도', '적고', '값', '만', '비쌀', '뿐', '꼬리', '찜', '의', '육질', '이', '뻣뻣', '질', '기고', '고기', '의', '구수한', '맛', '도', '별로', '없었음', '핵심', '밑반찬', '인', '무우', '김치', '도', '익지', '않고', '그', '저', '그런', '대체', '어떤', '이유', '로', '꼬리', '찜', '최고', '의', '맛집', '이라', '소문', '이', '난건', '지', '파가', '잔뜩', '올라가', '있어서', '사진', '육안', '으론', '엄청', '맛있어', '보이', '고', '기대', '됐었는데', '사진', '으로만', '그런듯', '맛', '만', '있다면야', '비싸고', '양', '적어도', '용서', '될텐데', '이건', '소문난', '잔치', '에', '먹잘', '것', '없다는', '뭐', '그런', '와중', '에', '서빙', '아주머니', '는', '엄청', '친절하', '심', '개', '인차', '있겠지만', '인터넷', '댓글', '만', '보고', '제대로', '낚', '인', '느낌이었음']",11.392805244838787,3.74
꼬리찜 진짜 부드럽고 넘 맛있어요 ㅠㅠ❤️꼬리찜 안먹어본 사람은 이 맛 몰라요..ㅠ 가격대는 좀 있지만 맛있어서 만족이에요!그리고 된장찌개랑 비빔냉면도 맛있었어요,"['꼬리', '찜', '진짜', '부드럽고', '넘', '맛있어요', '꼬리', '찜', '안', '먹어', '본', '사람', '은', '이', '맛', '몰라요', '가격', '대', '는', '좀', '있지만', '맛있어서', '만족', '이에요', '그리고', '된장찌개', '랑', '비빔냉면', '도', '맛있었어요']",6.255636003361183,2.53
"맛집 강추 꼬리찜 맛나고, 친절하시고, 양은 좀 적지만ㅎ 아쉬운 점은 물냉면은 좀더 헹궈서 주셔야 될듯 하고요, 재방문 100퍼 입니다","['맛집', '강추', '꼬리', '찜', '맛', '나고', '친절하시고', '양은', '좀', '적지', '만', '아쉬운', '점', '은', '물냉면', '은', '좀더', '헹궈', '서', '주셔야', '될듯', '하고요', '재', '방문', '100', '퍼', '입니다']",6.461856503946354,2.66
소꼬리찜 생각나서 오늘도 찾아갔습니다.직원분들 친절하고 음식도 맛나고...좋은술에 좋은 안주. 2021년 마무리를 좋은사람들과 함께 할 수있어 좋았습니다. 내년에 또 방문할께요~,"['소', '꼬리', '찜', '생각나서', '오늘', '도', '찾아갔습니다', '직원', '분들', '친절하고', '음식', '도', '맛', '나고', '좋은', '술', '에', '좋은', '안주', '2021년', '마무리', '를', '좋은', '사람', '들', '과', '함께', '할', '수', '있어', '좋았습니다', '내년', '에', '또', '방문', '할께요']",6.706648050085365,2.62
존맛이라는 말 밖에는.... 성공해서 삼일에 한번 먹고싶음.....,"['존맛', '이라는', '말', '밖에는', '성공해서', '삼일', '에', '한번', '먹고싶음']",0.2400633318735692,0.12
맛4.6 서비스4.7 청결4.5 좋아요…👏👏,"['맛', '46', '서비스', '47', '청결', '45', '좋아요']",0.7796139999356058,0.42
맛도 좋고 양도 훌륭합니다~~,"['맛', '도', '좋고', '양도', '훌륭합니다']",1.9471619764579393,1.15
"🙂비싸긴하지만,맛있고,서비스가좋고친절해요!","['비싸긴하지만', '맛있고', '서비스', '가', '좋고', '친절해요']",3.447296627088841,1.94
"꼬리곰탕과 꼬리찜은 등나무집에서만""","['꼬리곰탕', '과', '꼬리', '찜', '은', '등나무', '집', '에서만']",1.4584854089062262,0.77
71,['71'],0.0,0.0
"""단골 이제 4년차 입니다ㅎㅎ..1~2주일에 꼭 한번씩발도장 찍는 곳 중 한곳입니다.- 양배추 & 타르타르소스, 장국까지 직접 만드십니다.쌀도 좋은 쌀 쓰셔서 밥 자체도 맛있어요 ㅎㅋ- 카츠동이랑 매우 크고 아름다운 새우튀김도돈카츠 못지않게 짱짱 맛있습니다.(새우가 얼마나 큰지, 머리에도 살이 가득 차있어요)- 특히 새우튀김에 나오는 타르타르 소스엔와사비 조금 추가해서 스까 드시길 강추합니다!- 무엇보다도 몇년 내내 치즈카츠 양과돈카츠들 고기양이 눈에 띄게 많아졌습니다 ,,◕‿◕,,(※ 저녁타임, 19시 이후로는 스폐셜카츠가조기소진으로 없을 수 있습니다)사장님께서 단골 손님 한명한명다 기억하려 노력하시구 매번 친절하십니다.멀리서부터 찾아올만한 진심 찐맛집!🧚‍","['단골', '이제', '4년', '차', '입니다', '12', '주일', '에', '꼭', '한번', '씩', '발도장', '찍는', '곳', '중', '한', '곳', '입니다', '양배추', '타르', '타르소스', '장국', '까지', '직접', '만드십니다', '쌀', '도', '좋은', '쌀', '쓰셔서', '밥', '자체', '도', '맛있어요', '카츠동', '이랑', '매우', '크고', '아름다운', '새우', '튀김', '도', '돈카츠', '못지않게', '짱짱', '맛있습니다', '새우', '가', '얼마나', '큰지', '머리', '에도', '살이', '가득', '차있어요', '특히', '새우', '튀김', '에', '나오는', '타르', '타르', '소스', '엔', '와사비', '조금', '추가', '해서', '스까', '드시길', '강', '추합니다', '무엇', '보다도', '몇', '년', '내내', '치즈', '카츠', '양', '과', '돈카츠', '들', '고기', '양', '이', '눈', '에', '띄게', '많아졌습니다', '저녁', '타임', '19시', '이후', '로는', '스폐셜', '카츠', '가', '조', '기소진', '으로', '없을', '수', '있습니다', '사장', '님', '께서', '단골', '손님', '한', '명', '한', '명', '다', '기억', '하려', '노력', '하시구', '매번', '친절하십니다', '멀리', '서', '부터', '찾아올만', '한', '진심', '찐', '맛집']",11.415660743255426,3.67
주문한 메뉴는 스페셜 등심.고추냉이 한점 얹고 소금에 살짝 찍어 먹으니 부드러운 식감과 고소한 육즙이 지금껏 먹었던 돈까스와 확연히 다른 맛을 느낄 수 있었다.소스에 찍어 먹으면 고소한 육즙을 느낄 수 없었고 오히려 맛을 방해하는 것 같아서 개인적으로 소스에 찍어 먹는건 비추.양은 밥까지 다 먹으면 충분히 배부를 양이었고 만족스러웠다.흔하다면 흔한 돈까스지만 평소 먹어보지 못한 돈까스를 먹어보고 싶다면 추천할 만한 곳.,"['주문', '한', '메뉴', '는', '스페셜', '등심', '고추냉이', '한', '점', '얹고', '소금', '에', '살짝', '찍어', '먹으니', '부드러운', '식감', '과', '고소한', '육즙', '이', '지금껏', '먹었던', '돈까스', '와', '확', '연히', '다른', '맛', '을', '느낄', '수', '있었다', '소스', '에', '찍어', '먹으면', '고소한', '육즙', '을', '느낄', '수', '없었고', '오히려', '맛', '을', '방해', '하는', '것', '같아서', '개인', '적', '으로', '소스', '에', '찍어', '먹는건', '비추', '양은', '밥', '까지', '다', '먹으면', '충분히', '배부를', '양', '이었고', '만족스러웠다', '흔하다면', '흔한', '돈까스', '지만', '평소', '먹어', '보지', '못', '한', '돈까스', '를', '먹어', '보고', '싶다면', '추천', '할', '만', '한', '곳']",2.8554759550483344,0.97
음식이 다 맛있어요 매장은 정말 작아요!,"['음식', '이', '다', '맛있어요', '매장', '은', '정말', '작아요']",1.479108802204777,0.78
스페셜카츠가 짱맛있어요🖤 동네맛집입니다!,"['스페셜', '카츠', '가', '짱', '맛있어요', '동', '네', '맛집', '입니다']",3.612280388470535,1.85
진짜 하 대존맛... 맨날 사람들 줄서있던 이유가 있더라고요,"['진짜', '하', '대', '존맛', '맨날', '사람', '들', '줄', '서', '있던', '이유', '가', '있더라고요']",0.35989998942970636,0.17
새우튀김 미쳤네요 크기도 엄청 크고 맛있어요👍,"['새우', '튀김', '미쳤네요', '크기', '도', '엄청', '크고', '맛있어요']",1.643385348902125,0.86
으아ㅏㅏ 오랜만에 돈까스 너무 맛있게 잘 먹었습니당,"['으아', '오랜', '만', '에', '돈까스', '너무', '맛있게', '잘', '먹었', '습', '니당']",3.775840349593457,1.85
치즈롤카츠와 가츠동이 맛있어요.,"['치즈', '롤', '카츠', '와', '가츠동', '이', '맛있어요']",1.653858953352115,0.9
보라매에 올 때마다 들러서 먹는 맛집이에요. 돈까스에 진심이 느껴집니다. 다음에 또 보라매 오면 다시 방문할게요.,"['보라매', '에', '올', '때', '마다', '들러서', '먹는', '맛집', '이에요', '돈까스', '에', '진심', '이', '느껴집니다', '다음', '에', '또', '보라매', '오면', '다시', '방문', '할게요']",4.696256248623888,2.0
"진짜 너어어어무 맛있어요""","['진짜', '너', '어어', '어', '무', '맛있어요']",0.8423179949595041,0.47
72,['72'],0.0,0.0
"""매번 의정부지점만 가보다가 쌍문동에 있는 찐 쌍문동판다스에 와보네요 지점 차이 없이 역시 모든 메뉴가 다 맛있어요~ 중식은 역시 쌍.판!","['매번', '의정부', '지점', '만', '가보다가', '쌍문동', '에', '있는', '찐', '쌍문', '동판', '다스', '에', '와', '보네요', '지점', '차이', '없이', '역시', '모든', '메뉴', '가', '다', '맛있어요', '중식', '은', '역시', '쌍판']",0.999803109045327,0.41
배고파서 먹다 찍었네요탕수육 먹기좋게 잘라주시구요짬뽕은 마늘 많이들어서 한국인인 전 너무좋네요ㅋㅋ짜장도 옛날짜장이예용요즘 잘 없는 끈적햐 느낌?맛있어요!,"['배고파서', '먹다', '찍었네요', '탕수육', '먹기', '좋게', '잘라주시구요', '짬뽕', '은', '마늘', '많이', '들어서', '한국인', '인', '전', '너무', '좋네요', '짜장', '도', '옛', '날짜', '장이', '예', '용', '요즘', '잘', '없는', '끈적햐', '느낌', '맛있어요']",6.35416819357423,2.57
"친절하고 탕수육, 유린기 등 다 맛 좋아요 동네에 판다스있어서 좋습니다","['친절하고', '탕수육', '유린', '기', '등', '다', '맛', '좋아요', '동네', '에', '판', '다스', '있어서', '좋습니다']",2.499495363846168,1.16
요리 먹으려고 종종 방문합니다. 넘 맛있어요:),"['요리', '먹으려고', '종종', '방문', '합니다', '넘', '맛있어요']",0.5708297711645764,0.31
어향가지의 통통한 새우살이 너무 맛있어욥😋,"['어향', '가지', '의', '통통한', '새우', '살이', '너무', '맛있어', '욥']",1.9027126528858838,0.97
짜장 짬뽕 탕수육 멘보샤 맛없는 메뉴가 없어요. 진짜 찐 맛있어요~!! 근데 찾아오는 사람들 많아서 미리 전화하고 오시는게 좋을 것 같아요 ㅎ,"['짜장', '짬뽕', '탕수육', '멘보샤', '맛없는', '메뉴', '가', '없어요', '진짜', '찐', '맛있어요', '근데', '찾아오는', '사람', '들', '많아서', '미리', '전화하고', '오시는게', '좋을', '것', '같아요']",3.807308877799205,1.63
